MAL_ID,Name,Score,Genres,English name,Type,Episodes,Aired,Status,Premiered,Producers,Licensors,Studios,Source,Rating,Ranked,Popularity
3889,Junk Boy,5.98,"Comedy, Romance, Ecchi",Junk Boy,OVA,1,16-Dec-87,Incomplete,Unknown,Victor Entertainment,Manga Entertainment,Madhouse,Manga,R+ - Mild Nudity,8300,5866
3898,Mazinger Z tai Devilman,6.13,"Adventure, Demons, Mecha, Sci-Fi, Shounen",Mazinger Z vs. Devilman,Movie,1,18-Jul-73,Incomplete,Unknown,Dynamic Planning,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,7700,7539
3900,Ougon Bat,6.33,"Action, Sci-Fi, Super Power",Golden Bat,TV,52,"Apr 1, 1967 to Mar 23, 1968",Completed,Spring 1967,Tele-Cartoon Japan,Unknown,"Dai-Ichi Douga, Dongyang Animation",Novel,PG-13 - Teens 13 or older,6697,9641
3901,Baccano! Specials,8.15,"Action, Comedy, Historical, Mystery, Supernatural",Unknown,Special,3,"Feb 27, 2008 to May 28, 2008",Completed,Unknown,Aniplex,"Funimation, Aniplex of America",Brain's Base,Light novel,R - 17+ (violence & profanity),355,969
3905,Wanpaku Ouji no Orochi Taiji,6.27,Adventure,"Orochi, the Eight-Headed Dragon",Movie,1,24-Mar-63,Incomplete,Unknown,Unknown,Unknown,Toei Animation,Unknown,PG - Children,7018,9113
3906,H. P. Lovecraft's The Dunwich Horror and Other Stories,6.11,Horror,Unknown,OVA,1,28-Aug-07,Incomplete,Unknown,Unknown,Unknown,Toei Animation,Novel,PG-13 - Teens 13 or older,7753,7999
3907,Ginga Sengoku Gunyuuden Rai,7.94,"Sci-Fi, Adventure, Space, Romance, Shounen",Galaxy Warring State Chronicle Rai,TV,52,"Apr 8, 1994 to Mar 31, 1995",Completed,Spring 1994,"TV Tokyo, SoftX",Enoki Films,E&G Films,Manga,PG-13 - Teens 13 or older,622,4637
3913,Onikirimaru,6.24,"Action, Demons, Martial Arts, Shounen",Ogre Slayer,OVA,4,"Sep 9, 1994 to Jul 21, 1995",Completed,Unknown,OB Planning,VIZ Media,"OLM, Pastel",Unknown,R - 17+ (violence & profanity),7162,8381
3914,1001 Nights,6.3,"Demons, Fantasy, Romance, Seinen",Unknown,Movie,1,24-Apr-99,Incomplete,Unknown,Unknown,Unknown,Unknown,Other,R+ - Mild Nudity,6871,4918
3915,Time Bokan,6.52,"Adventure, Comedy, Mecha",Time Fighters,TV,61,"Oct 4, 1975 to Dec 25, 1976",Completed,Fall 1975,Unknown,Unknown,Tatsunoko Production,Original,G - All Ages,5817,9077
3923,Kamen Rider Den-O: Imagin Anime,6.58,"Action, Adventure, Comedy, Super Power, Kids",Unknown,OVA,10,25-Apr-08,Incomplete,Unknown,animate Film,Unknown,Unknown,Other,G - All Ages,5483,10246
3927,Mobile Suit Gundam 00 Second Season,8.11,"Action, Drama, Mecha, Military, Sci-Fi, Space",Mobile Suit Gundam 00:Second Season,TV,25,"Oct 5, 2008 to Mar 29, 2009",Completed,Fall 2008,Mainichi Broadcasting System,Bandai Entertainment,Sunrise,Original,R - 17+ (violence & profanity),403,1167
3929,Ugokie Kori no Tatehiki,5.71,"Comedy, Supernatural",Unknown,Movie,1,31-Dec-33,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,9123,10319
3930,Issunboushi no Shusse,4.66,Supernatural,The Tiny One Makes It Big,Movie,1,1929,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,10864,10200
3931,Initial D Battle Stage 2,7.65,"Action, Cars, Sports, Drama, Seinen",Unknown,OVA,1,30-May-07,Incomplete,Unknown,OB Planning,Unknown,A.C.G.T.,Manga,PG-13 - Teens 13 or older,1159,3465
3932,Magnerobo Ga-Keen,6.25,"Action, Mecha, Sci-Fi",Unknown,TV,39,"Sep 5, 1976 to Jun 26, 1977",Completed,Fall 1976,"TV Asahi, Oh! Production",Unknown,Toei Animation,Original,PG-13 - Teens 13 or older,7137,10733
3935,Karakuri Kiden: Hiwou Senki,6.48,"Action, Adventure, Mecha, Historical",Hiwou War Chronicles,TV,26,"Oct 24, 2000 to May 1, 2001",Completed,Fall 2000,Bandai Visual,Bandai Entertainment,Bones,Original,Unknown,5989,9821
3936,Personal Computer Travel Tanteidan,6.12,"Kids, Adventure, Historical, Sci-Fi",Superbook 2,TV,26,"Apr 4, 1983 to Sep 26, 1983",Completed,Spring 1983,Unknown,Unknown,Tatsunoko Production,Original,PG - Children,7711,10632
3946,Jarinko Chie,7.05,"Slice of Life, Comedy, Drama, Seinen",Unknown,Movie,1,11-Apr-81,Incomplete,Unknown,Toho,Unknown,Tokyo Movie Shinsha,Manga,PG-13 - Teens 13 or older,3466,7694
3947,Jarinko Chie (TV),6.29,"Slice of Life, Comedy, Drama, Seinen",Unknown,TV,64,"Oct 3, 1981 to Mar 25, 1983",Completed,Fall 1981,Mainichi Broadcasting System,Unknown,Tokyo Movie Shinsha,Manga,G - All Ages,6951,10944
3948,Mahou Sensei Negima!: Introduction Film,6.66,"Action, Harem, Comedy, Supernatural, Romance, Ecchi",Unknown,OVA,3,"Aug 25, 2004 to Mar 24, 2005",Completed,Unknown,Unknown,Unknown,Xebec,Manga,R+ - Mild Nudity,5083,4838
3952,Blue Seed 1.5,6.47,"Comedy, Romance, Sci-Fi",Unknown,OVA,2,21-Jun-96,Incomplete,Unknown,Unknown,Discotek Media,Production I.G,Unknown,R - 17+ (violence & profanity),6055,8782
3954,Tales of Symphonia The Animation: Kratos-sensei no Private Lesson,6.73,"Comedy, School",Unknown,Special,1,8-Jun-07,Incomplete,Unknown,Unknown,Unknown,ufotable,Game,G - All Ages,4742,5391
3956,Shakugan no Shana-tan II (Second),7.21,"Comedy, Parody",Unknown,Special,3,"Jan 25, 2008 to Oct 19, 2009",Completed,Unknown,Unknown,Funimation,J.C.Staff,Unknown,PG-13 - Teens 13 or older,2717,2559
3958,Kannagi,7.32,"Comedy, School, Shounen, Supernatural",Kannagi:Crazy Shrine Maidens,TV,13,"Oct 4, 2008 to Dec 27, 2008",Completed,Fall 2008,"Aniplex, Sony Music Entertainment, Ichijinsha",Bandai Entertainment,"A-1 Pictures, Ordet",Manga,PG-13 - Teens 13 or older,2265,1076
3960,Armored Core: Fort Tower Song,4.78,"Action, Mecha, Sci-Fi",Unknown,ONA,1,2006,Incomplete,Unknown,Aniplex,Unknown,Unknown,Unknown,PG-13 - Teens 13 or older,10754,9876
3962,Chocolate Underground,6.15,"Adventure, Comedy, Kids",Unknown,ONA,13,"Jun 12, 2008 to Sep 4, 2008",Completed,Unknown,"Hexagon Pictures, SME Records, Muse International, Watermark, OCC, Celsys, Graduate School of Film Producing",Unknown,"Production I.G, Trans Arts",Novel,PG - Children,7544,4619
3963,Turn A Gundam I Movie: Earth Light,6.51,"Action, Drama, Mecha, Military, Sci-Fi, Space",∀ Gundam I:Earth Light,Movie,1,9-Feb-02,Incomplete,Unknown,"Sotsu, Atelier Musa",Unknown,Sunrise,Unknown,PG-13 - Teens 13 or older,5835,7111
3964,Turn A Gundam II Movie: Moonlight Butterfly,6.64,"Action, Drama, Mecha, Military, Sci-Fi, Space",∀ Gundam II:Moonlight Butterfly,Movie,1,10-Feb-02,Incomplete,Unknown,"Sotsu, Atelier Musa",Unknown,Sunrise,Unknown,PG-13 - Teens 13 or older,5211,7211
3965,Nodame Cantabile: Nodame to Chiaki no Umi Monogatari,7.39,"Comedy, Josei, Romance, Slice of Life",Unknown,Special,1,16-Feb-08,Incomplete,Unknown,Unknown,Unknown,J.C.Staff,Manga,G - All Ages,1924,3224
3968,Dragoon,5.78,"Adventure, Fantasy",Dragoon,OVA,3,"Jul 25, 1997 to Nov 28, 1997",Completed,Unknown,Magic Bus,ADV Films,Unknown,Game,R+ - Mild Nudity,8909,9589
3969,Kagaku Kyuujo-tai TechnoVoyager,6.1,"Action, Adventure, Mecha, Sci-Fi, Space",Thunderbirds 2086,TV,18,"Apr 17, 1982 to Sep 11, 1982",Completed,Spring 1982,Unknown,Unknown,Toei Animation,Unknown,PG-13 - Teens 13 or older,7797,10968
3972,Yu☆Gi☆Oh! 5D's,7.42,"Action, Game, Shounen",Yu-Gi-Oh! 5D's,TV,154,"Apr 2, 2008 to Mar 30, 2011",Completed,Spring 2008,Nihon Ad Systems,4Kids Entertainment,Gallop,Manga,PG-13 - Teens 13 or older,1852,1368
3974,Tetsuwan Birdy Decode,7.46,"Action, Sci-Fi, Comedy",Birdy the Mighty:Decode,TV,13,"Jul 5, 2008 to Sep 27, 2008",Completed,Summer 2008,"Aniplex, Shogakukan",Funimation,A-1 Pictures,Manga,PG-13 - Teens 13 or older,1701,1656
3977,To Heart Omake,6.25,"Slice of Life, Comedy, Harem, School",Unknown,Special,6,"Apr 1, 1999 to Jun 24, 1999",Completed,Unknown,KSS,Nozomi Entertainment,Unknown,Unknown,PG-13 - Teens 13 or older,7118,8028
3989,Suna no Bara: Yuki no Mokushiroku,6.27,Action,Unknown,OVA,1,25-Apr-93,Incomplete,Unknown,"Toei Video, Hakusensha",Unknown,J.C.Staff,Manga,R+ - Mild Nudity,7016,8765
3990,Kumo to Tulip,5.73,Adventure,The Spider and the Tulip,Movie,1,15-Apr-43,Incomplete,Unknown,Shochiku,Funimation,Shochiku Animation Institute,Picture book,G - All Ages,9064,9166
3991,Mahou Shoujo-tai Arusu the Adventure,6.77,"Adventure, Comedy, Fantasy, Magic",Tweeny Witches:Alice Adventures,OVA,6,22-Nov-07,Incomplete,Unknown,Tohokushinsha Film Corporation,Unknown,Studio 4°C,Original,PG-13 - Teens 13 or older,4600,6716
4003,Dream Hunter Rem,6.14,"Mystery, Magic, Ecchi",Unknown,OVA,4,"Dec 15, 1985 to Feb 25, 1987",Completed,Unknown,Project Team Eikyuu Kikan,Unknown,Anime R,Original,R - 17+ (violence & profanity),7607,6397
4012,First Squad,5.83,"Action, Music",Unknown,Music,1,20-Mar-05,Incomplete,Unknown,Unknown,Unknown,Studio 4°C,Original,PG-13 - Teens 13 or older,8755,5844
4013,Paul no Miracle Daisakusen,6.45,"Action, Adventure, Kids",Paul in Fantasy Island,TV,50,"Oct 3, 1976 to Sep 11, 1977",Completed,Fall 1976,Fuji TV,Unknown,Tatsunoko Production,Original,G - All Ages,6126,11281
4014,Choujin Locke: Lord Leon,6.1,"Action, Sci-Fi, Super Power",Locke the Superman:Lord Leon,OVA,3,"Oct 25, 1989 to Dec 16, 1989",Completed,Unknown,Unknown,Unknown,Nippon Animation,Manga,PG-13 - Teens 13 or older,7789,10334
4015,School Rumble San Gakki,7.32,"Comedy, Romance, School, Shounen",School Rumble 3rd Semester,OVA,2,"Jul 17, 2008 to Sep 17, 2008",Completed,Unknown,Kodansha,Unknown,Studio Comet,Manga,PG-13 - Teens 13 or older,2264,2114
4021,Seiyou Kottou Yougashiten: Antique,7.06,"Comedy, Shoujo, Shounen Ai",Antique Bakery,TV,12,"Jul 4, 2008 to Sep 19, 2008",Completed,Summer 2008,"Fuji TV, Sony Music Entertainment",Nozomi Entertainment,"Nippon Animation, SynergySP, Shirogumi",Manga,PG-13 - Teens 13 or older,3386,2890
4023,Kitty's Paradise,6.22,"Fantasy, Kids",Hello Kitty's Paradise,TV,16,"Apr 6, 1994 to Sep 28, 1994",Completed,Spring 1994,Unknown,ADV Films,"Bones, Sanrio",Original,G - All Ages,7260,10163
4024,Sanrio Anime Sekai Meisaku Gekijou,6.09,"Adventure, Fantasy, Kids",Hello Kitty's Furry Tale Theater,TV,13,"Sep 19, 1987 to Dec 12, 1987",Completed,Fall 1987,Sanrio,Unknown,Unknown,Unknown,G - All Ages,7828,10134
4025,Asobou! Hello Kitty,5.99,"Adventure, Fantasy, Kids",Unknown,TV,26,"Apr 6, 1994 to Sep 28, 1994",Completed,Spring 1994,Sanrio,ADV Films,Unknown,Unknown,G - All Ages,8278,10306
4026,Pokemon Movie 11: Giratina to Sora no Hanataba Sheimi,6.93,"Action, Adventure, Fantasy, Kids",Pokemon:Giratina and the Sky Warrior,Movie,1,19-Jul-08,Incomplete,Unknown,"Universal Studios, Studio Jack",The Pokemon Company International,OLM,Game,PG - Children,3879,1881
4028,Slayers Revolution,7.29,"Adventure, Comedy, Fantasy",Unknown,TV,13,"Jul 3, 2008 to Sep 25, 2008",Completed,Summer 2008,Unknown,"Funimation, NYAV Post",J.C.Staff,Light novel,PG-13 - Teens 13 or older,2378,2851
4031,Sakigake!! Otokojuku Movie,6.68,"Action, Comedy, Martial Arts, School, Shounen",Charge!! Men's Private School,Movie,1,23-Jul-88,Incomplete,Unknown,Unknown,Unknown,Toei Animation,Unknown,PG-13 - Teens 13 or older,4981,8846
4033,The iDOLM@STER Live For You!,6.21,"Comedy, Drama, Music",THE IDOLM@STER Live For You!,OVA,1,28-Feb-08,Incomplete,Unknown,"Frontier Works, Bandai Namco Games",Unknown,Actas,Game,PG-13 - Teens 13 or older,7292,5166
4037,Cowboy Bebop: Yose Atsume Blues,7.44,"Action, Adventure, Comedy, Drama, Sci-Fi, Space",Cowboy Bebop Session XX,Special,1,26-Jun-98,Incomplete,Unknown,Unknown,Unknown,Sunrise,Original,R - 17+ (violence & profanity),1772,2705
4038,Zettai Karen Children,7.34,"Action, Comedy, Supernatural, Shounen",Psychic Squad,TV,51,"Apr 6, 2008 to Mar 29, 2009",Completed,Spring 2008,"TV Tokyo, Geneon Universal Entertainment, Shogakukan-Shueisha Productions, Half H.P Studio",Sentai Filmworks,SynergySP,Manga,PG-13 - Teens 13 or older,2182,2555
4039,Golgo 13 (TV),7.54,"Action, Adventure, Drama, Thriller, Seinen",Golgo 13,TV,50,"Apr 12, 2008 to Mar 28, 2009",Completed,Spring 2008,"TV Tokyo, Sotsu, Half H.P Studio",Sentai Filmworks,The Answer Studio,Manga,R+ - Mild Nudity,1446,2800
4042,Hanappe Bazooka,5.48,"Action, Comedy, Ecchi, Magic, School",Hanappe Bazooka,OVA,1,4-Sep-92,Incomplete,Unknown,Unknown,Unknown,Studio Signal,Manga,R+ - Mild Nudity,9722,8385
4044,Youkai Ningen Bem,6.07,"Horror, Demons",Unknown,TV,26,"Oct 7, 1968 to Mar 31, 1969",Completed,Fall 1968,Unknown,Unknown,Dai-Ichi Douga,Original,PG-13 - Teens 13 or older,7969,9811
4049,Mafukiden: Pandarian,6.13,"Adventure, Comedy, Fantasy, Kids, Magic, Super Power",Pandalian,TV,26,"Jan 8, 2005 to Jul 9, 2005",Completed,Winter 2005,Unknown,Unknown,Planet,Unknown,G - All Ages,7675,11226
4050,Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,6.69,Fantasy,Mushiking:The Guardians of the Forest,TV,52,"Apr 6, 2005 to Mar 29, 2006",Completed,Spring 2005,"TV Tokyo, Yomiuri Advertising",Unknown,TMS Entertainment,Card game,G - All Ages,4949,8193
4051,Net Ghost Pipopa,6.75,"Action, Adventure, Comedy, Kids, Sci-Fi, Shounen",Web Ghosts PiPoPa,TV,51,"Apr 6, 2008 to Mar 29, 2009",Completed,Spring 2008,Milky Cartoon,Unknown,Studio Hibari,Original,G - All Ages,4656,9331
4052,Medarot Damashii,6.65,"Action, Sci-Fi, Adventure",Medabots Spirits,TV,39,"Jul 7, 2000 to Mar 30, 2001",Completed,Summer 2000,"TV Tokyo, Nihon Ad Systems, Nelvana",ADV Films,Trans Arts,Game,G - All Ages,5159,4084
4053,Tennis no Ouji-sama: Zenkoku Taikai-hen - Final,8.01,"Comedy, Sports, School, Shounen",Unknown,OVA,7,"Apr 25, 2008 to Jan 23, 2009",Completed,Unknown,"Production I.G, Nihon Ad Systems",Unknown,M.S.C,Manga,PG-13 - Teens 13 or older,526,2918
4054,Norimono Oukoku BuBu ChaCha,6.68,"Slice of Life, Comedy",Unknown,TV,26,"Apr 29, 1999 to Nov 25, 1999",Completed,Spring 1999,Unknown,Unknown,Daume,Original,G - All Ages,5010,11557
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,7.1,Comedy,Unknown,TV,12,"Mar 10, 2008 to Jun 2, 2008",Completed,Spring 2008,"Bandai Visual, Kids Station, DAX Production, Shueisha",Unknown,Studio Deen,Manga,PG-13 - Teens 13 or older,3200,8348
4058,Makyou Gaiden Le Deus,5.57,"Action, Adventure, Mecha, Sci-Fi",Ladius,OVA,1,1-Dec-87,Incomplete,Unknown,Toho,Unknown,Production Reed,Unknown,PG-13 - Teens 13 or older,9524,9510
4059,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",8,"Drama, Romance, School, Slice of Life","Clannad:Another World, Tomoyo Chapter",Special,1,16-Jul-08,Incomplete,Unknown,Pony Canyon,Sentai Filmworks,Kyoto Animation,Visual novel,PG-13 - Teens 13 or older,534,569
4060,Grimm Meisaku Gekijou,7.4,"Adventure, Comedy, Fantasy, Kids, Magic",Grimm's Fairy Tale Classics,TV,24,"Oct 21, 1987 to Mar 30, 1988",Completed,Fall 1987,Unknown,Saban Entertainment,Nippon Animation,Other,G - All Ages,1895,7421
4061,Grimm Masterpiece Theater II,7.33,"Adventure, Comedy, Fantasy, Kids, Magic",Grimm's Fairy Tale Classics,TV,23,"Oct 2, 1988 to Mar 26, 1989",Completed,Fall 1988,Unknown,Saban Entertainment,Nippon Animation,Other,G - All Ages,2216,8801
4062,Musashi no Ken,7.16,"Sports, Shounen",Unknown,TV,72,"Apr 18, 1985 to Sep 26, 1986",Completed,Spring 1985,Unknown,Unknown,Eiken,Manga,G - All Ages,2954,8940
4063,Sekirei,7.13,"Action, Comedy, Ecchi, Harem, Super Power",Sekirei,TV,12,"Jul 2, 2008 to Sep 17, 2008",Completed,Summer 2008,"Aniplex, Movic",Funimation,Seven Arcs,Manga,R+ - Mild Nudity,3066,419
4066,Tytania,6.84,"Adventure, Military, Psychological, Romance, Sci-Fi, Space",Tytania,TV,26,"Oct 9, 2008 to Mar 26, 2009",Completed,Fall 2008,"Kodansha, Sogo Vision, Magic Capsule, Happinet Pictures, Sony PCL",Sentai Filmworks,Artland,Light novel,PG-13 - Teens 13 or older,4268,3908
4067,Shin Megami Tensei Devil Children,6.27,"Action, Adventure, Demons, Fantasy, Game, Kids, Magic, Sci-Fi, Supernatural",Unknown,TV,50,"Oct 7, 2000 to Sep 29, 2001",Completed,Fall 2000,Unknown,Unknown,Actas,Game,PG - Children,7012,8953
4068,Shin Megami Tensei Devil Children: Light & Dark,6.42,"Action, Kids, Adventure, Fantasy, Magic, Game, Supernatural, Demons, Sci-Fi",Unknown,TV,52,"Oct 5, 2002 to Sep 27, 2003",Completed,Fall 2002,Unknown,Unknown,Actas,Unknown,PG - Children,6331,9689
4069,Pucca (ONA),6.58,"Comedy, Romance",Pucca:Funny Love,ONA,46,2000 to 2005,Completed,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,5496,5624
4070,Black Jack: Dr. Pinoko no Mori no Bouken,6.28,Comedy,Black Jack:Dr. Pinoco's Adventure,Movie,1,17-Dec-05,Incomplete,Unknown,Tezuka Productions,Unknown,Unknown,Unknown,G - All Ages,6978,8925
4071,Black Jack (TV): Hizouban Specials,7.09,Adventure,Unknown,Special,2,17-Jul-06,Incomplete,Unknown,Unknown,Unknown,Tezuka Productions,Unknown,G - All Ages,3247,8185
4073,Kyouryuu Daisensou Izenborg,6.6,"Action, Mecha",Unknown,TV,39,"Oct 7, 1977 to Jun 30, 1978",Completed,Fall 1977,"TV Tokyo, Tsuburaya Productions",Unknown,Unknown,Original,G - All Ages,5378,10708
4074,"Arano no Sakebi Koe: Hoero, Buck",6.53,"Adventure, Drama",The Call of the Wild,Special,1,3-Jan-81,Incomplete,Unknown,"Fuji TV, Hoso Seisaku Doga",Unknown,Toei Animation,Novel,PG - Children,5728,10142
4075,Super Robot Taisen OG: Divine Wars - Sorezore no Michi,6.79,"Action, Comedy, Mecha",Super Robot Wars Original Generation:Divine Wars Special,Special,1,26-Oct-07,Incomplete,Unknown,"GDH, Genco, Banpresto",Unknown,OLM,Game,PG-13 - Teens 13 or older,4466,8496
4078,Kyou no 5 no 2 Kagai Jugyou: Mizukake,6.95,"Comedy, Ecchi, School, Seinen",Unknown,Special,1,30-Jan-08,Incomplete,Unknown,Shinkuukan,Unknown,Unknown,Manga,PG-13 - Teens 13 or older,3826,6081
4080,Kyou kara Maou! 3rd Series,7.81,"Adventure, Comedy, Demons, Fantasy, Shoujo",Unknown,TV,39,"Apr 3, 2008 to Feb 19, 2009",Completed,Spring 2008,Unknown,Discotek Media,Studio Deen,Light novel,PG-13 - Teens 13 or older,814,3062
4081,Natsume Yuujinchou,8.33,"Slice of Life, Demons, Supernatural, Drama, Shoujo",Natsume's Book of Friends,TV,13,"Jul 8, 2008 to Sep 30, 2008",Completed,Summer 2008,"Aniplex, Nihon Ad Systems, TV Tokyo Music, Sony Music Entertainment","NIS America, Inc.",Brain's Base,Manga,PG-13 - Teens 13 or older,204,325
4082,Kaibutsu Oujo: Konsui Oujo,7.01,"Action, Comedy, Horror, Supernatural, Vampire, Shounen",Unknown,Special,1,14-Feb-08,Incomplete,Unknown,Lantis,Sentai Filmworks,Madhouse,Manga,PG-13 - Teens 13 or older,3622,4861
4083,Wonder Beat Scramble,6.54,"Action, Space, Sci-Fi",Unknown,TV,26,"Apr 16, 1986 to Nov 19, 1986",Completed,Spring 1986,TBS,Unknown,Mushi Production,Unknown,PG-13 - Teens 13 or older,5707,10878
4085,Yonimo Osoroshii Grimm Douwa,6.07,"Dementia, Horror, Psychological",Unknown,OVA,3,2000,Incomplete,Unknown,Toei Video,Unknown,Group TAC,Other,R - 17+ (violence & profanity),7928,10218
4086,Muka Muka Paradise,6.84,"Adventure, Comedy",Unknown,TV,51,"Sep 4, 1993 to Aug 26, 1994",Completed,Fall 1993,Unknown,Unknown,Nippon Animation,Unknown,G - All Ages,4279,8746
4087,Michiko to Hatchin,7.85,"Action, Adventure",Michiko & Hatchin,TV,22,"Oct 16, 2008 to Mar 19, 2009",Completed,Fall 2008,"Media Factory, Shochiku, Yomiko Advertising, Fuji TV",Funimation,Manglobe,Original,R - 17+ (violence & profanity),744,1001
4091,Kagami no Genon,5.92,Slice of Life,sound / phantasma / mirror,Movie,1,17-Oct-04,Incomplete,Unknown,Kojiro Shishido Animation Works,Unknown,Unknown,Unknown,G - All Ages,8478,8433
4094,Batman: Gotham Knight,6.98,"Action, Adventure, Martial Arts",Batman:Gotham Knight,OVA,6,8-Jul-08,Incomplete,Unknown,Cyclone Graphics,Warner Bros. Japan,"Bee Train, Production I.G, Madhouse, Studio 4°C",Other,PG-13 - Teens 13 or older,3711,3321
4095,Chuumon no Ooi Ryouriten (1991),6.25,"Horror, Supernatural, Fantasy",Unknown,Movie,1,1991,Incomplete,Unknown,Unknown,Unknown,Unknown,Book,G - All Ages,7111,7000
4096,Mizu no Tane,5.69,Historical,Unknown,Movie,1,1975,Incomplete,Unknown,Unknown,Unknown,Unknown,Other,PG-13 - Teens 13 or older,9184,13594
4097,Nanmu Ichibyousokusai,5.79,"Historical, Music",Unknown,Movie,1,1-Jan-73,Incomplete,Unknown,Unknown,Unknown,Unknown,Original,G - All Ages,8872,12046
4098,Urarochi Diamond,5.7,Adventure,Unknown,OVA,1,21-Dec-01,Incomplete,Unknown,Unknown,Unknown,Studio 4°C,Unknown,PG-13 - Teens 13 or older,9159,10660
4099,Appaga Piryohae,6.31,Fantasy,Unknown,Movie,1,2005,Incomplete,Unknown,CoMix Wave Films,Unknown,Unknown,Unknown,PG - Children,6796,10502
4103,Oval x Over,5.74,Cars,Unknown,OVA,1,23-Mar-05,Incomplete,Unknown,Unknown,Unknown,Production I.G,Other,PG-13 - Teens 13 or older,9050,9611
4104,Mini Moni the TV,5.49,Comedy,Unknown,TV,15,"Sep 8, 2003 to Sep 26, 2003",Completed,Summer 2003,Unknown,Unknown,Unknown,Unknown,G - All Ages,9726,12202
4106,Trigun: Badlands Rumble,7.97,"Action, Adventure, Comedy, Drama, Sci-Fi, Shounen",Trigun - Badlands Rumble,Movie,1,2-Apr-10,Incomplete,Unknown,"flying DOG, Sunny Side Up, Studio Jack, Shounen Gahousha",Funimation,Madhouse,Manga,PG-13 - Teens 13 or older,577,1283
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.17,"Action, Comedy, Mecha",Gurren Lagann The Movie:Childhood's End,Movie,1,6-Sep-08,Incomplete,Unknown,Aniplex,Aniplex of America,Gainax,Original,PG-13 - Teens 13 or older,343,1132
4112,Oyako Nezumi no Fushigi na Tabi,6.23,Adventure,Unknown,Movie,1,11-Mar-78,Incomplete,Unknown,Sanrio,Unknown,Unknown,Unknown,G - All Ages,7195,12574
4113,Mahou no Mako-chan,6.3,"Fantasy, Magic, Romance, Shoujo",Unknown,TV,48,"Nov 2, 1970 to Sep 27, 1971",Completed,Fall 1970,Unknown,Unknown,Toei Animation,Unknown,G - All Ages,6892,9786
4114,Onegai My Melody: Kuru Kuru Shuffle!,7.2,"Fantasy, Magic, Comedy",Unknown,TV,52,"Apr 2, 2006 to Mar 25, 2007",Completed,Spring 2006,Sanrio,Unknown,Studio Comet,Unknown,PG - Children,2783,7451
4119,Juushin Liger,6.53,"Action, Mecha, Sci-Fi",Bio Armor Ryger,TV,43,"Mar 11, 1989 to Jan 27, 1990",Completed,Spring 1989,Unknown,Unknown,Sunrise,Unknown,PG-13 - Teens 13 or older,5754,9681
4124,Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,6.75,"Magic, Fantasy, Kids, Shoujo",Unknown,Movie,1,9-Dec-06,Incomplete,Unknown,Unknown,Unknown,Toei Animation,Original,G - All Ages,4686,7167
4126,Mahou no Tenshi Creamy Mami: Lovely Serenade,5.8,Music,Mahou no Tenshi Creamy Mami:Lovely Serenade,Music,1,28-Mar-85,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,8837,11257
4129,Mahou no Tenshi Creamy Mami: Curtain Call,5.88,"Music, Comedy, Shoujo",Mahou no Tenshi Creamy Mami:Curtain Call,Music,1,1-Feb-86,Incomplete,Unknown,Unknown,Unknown,Unknown,Unknown,G - All Ages,8604,11652
4130,Petit Eva: Evangelion@School,5.64,"Comedy, Parody, School",Unknown,ONA,24,"Mar 20, 2007 to Mar 11, 2009",Completed,Unknown,"Bandai Visual, Bandai Channel",Unknown,"Xebec, Kanaban Graphics",Original,G - All Ages,9327,3520
4132,Wakakusa no Yon Shimai,6.42,"Slice of Life, Historical, Drama",Little Women,TV,26,"Apr 7, 1981 to Sep 29, 1981",Completed,Spring 1981,Kokusai Eigasha,Unknown,Toei Animation,Novel,G - All Ages,6351,10430
4134,"Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den",7.15,Comedy,Naruto Shippuden:Konoha Gakuen - Special,Special,1,6-Feb-08,Incomplete,Unknown,Bandai,Unknown,Studio Pierrot,Unknown,PG-13 - Teens 13 or older,2965,2209
4136,Penguin Musume♥Heart,6.74,"Comedy, Ecchi, School, Slice of Life",Penguin Musume♥Heart,ONA,22,"Apr 19, 2008 to Nov 14, 2008",Completed,Unknown,"Picture Magic, Dwango, Good Smile Company, Nippon Cultural Broadcasting",Unknown,Unknown,Manga,R+ - Mild Nudity,4706,4132
4138,Chiisana Penguin Lolo no Bouken,7.36,"Adventure, Drama, Fantasy, Kids, Slice of Life",The Adventures of Scamper the Penguin,OVA,3,1986 to 1987,Completed,Unknown,"Life Work, Soyuzmultfilm",Enoki Films,Toei Animation,Original,G - All Ages,2056,8342
4147,Gang-aji Ttong,5.75,"Kids, Fantasy",Doggy Poo,Movie,1,25-Jul-03,Incomplete,Unknown,Itasca Studio,Unknown,Unknown,Picture book,G - All Ages,9002,7960
